zipcode,place,name1,code1,name2,lat,long,station1_id,station1_name,station1_lat,station1_long,station1_date,station1_prcp,station1_snow,station1_snwd,station1_tmax,station1_tmin,station1_dist,station1_azim,station1_azimdif,station2_id,station2_name,station2_lat,station2_long,station2_date,station2_prcp,station2_snow,station2_snwd,station2_tmax,station2_tmin,station2_dist,station2_azim,station2_azimdif,station3_id,station3_name,station3_lat,station3_long,station3_date,station3_prcp,station3_snow,station3_snwd,station3_tmax,station3_tmin,station3_dist,station3_azim,station3_azimdif
45660.0,Peebles,Ohio,OH,Adams,38.9869,-83.3687,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,2006-11-07,1.3,0,0,15.0,4.4,0.005395214172007992,-0.6464740457417065,,USC00338830,"WAVERLY, OH US",39.1114,-82.9797,2006-11-07,1.3,0,0,18.3,3.3,0.005702819547187277,1.1777520754534077,1.8242261211951143,USC00331536,"CHILO MELDAHL LOCKS AND DAM, OH US",38.79741,-84.17314,2006-11-07,2.3,0,0,16.1,5.0,0.01141721934210395,-1.8602629873181915,3.038015062771599
45693.0,West Union,Ohio,OH,Adams,38.8017,-83.5333,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,2006-11-07,1.3,0,0,15.0,4.4,0.007604356039366552,-0.1351681594234791,,USC00331536,"CHILO MELDAHL LOCKS AND DAM, OH US",38.79741,-84.17314,2006-11-07,2.3,0,0,16.1,5.0,0.008703443489313524,-1.575900443217728,1.440732283794249,USC00336781,"PORTSMOUTH SCIOTOVILLE, OH US",38.7569,-82.8872,2006-11-07,0.0,0,0,17.8,8.3,0.008825470900262906,1.6559765094273682,3.231876952645096
45697.0,Winchester,Ohio,OH,Adams,38.9353,-83.6661,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,2006-11-07,1.3,0,0,15.0,4.4,0.005259814298888518,0.14703244050847114,,USC00331536,"CHILO MELDAHL LOCKS AND DAM, OH US",38.79741,-84.17314,2006-11-07,2.3,0,0,16.1,5.0,0.007298508525309795,-1.9040479343638073,2.0510803748722783,USC00338830,"WAVERLY, OH US",39.1114,-82.9797,2006-11-07,1.3,0,0,18.3,3.3,0.00980138116506955,1.2480691569494142,3.1521170913132215
45144.0,Manchester,Ohio,OH,Adams,38.6982,-83.6181,USC00331536,"CHILO MELDAHL LOCKS AND DAM, OH US",38.79741,-84.17314,2006-11-07,2.3,0,0,16.1,5.0,0.00775103765749586,-1.3424715674339667,,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,2006-11-07,1.3,0,0,15.0,4.4,0.009341766574315836,0.013024824303279699,1.3554963917372465,USC00336781,"PORTSMOUTH SCIOTOVILLE, OH US",38.7569,-82.8872,2006-11-07,0.0,0,0,17.8,8.3,0.01000433794081457,1.464221765686066,1.4511969413827863
45684.0,Stout,Ohio,OH,Scioto,38.6546,-83.209,USC00336781,"PORTSMOUTH SCIOTOVILLE, OH US",38.7569,-82.8872,2006-11-07,0.0,0,0,17.8,8.3,0.004732625427962297,1.18219656734974,,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,2006-11-07,1.3,0,0,15.0,4.4,0.011469301804625688,-0.491107725364375,1.673304292714115,USC00314496,"JEFFERSON 2 E, NC US",36.41747,-81.42964,2006-11-07,1.3,0,0,13.3,-6.7,0.04615599674439904,2.5693702843247075,3.0604780096890827
45679.0,Seaman,Ohio,OH,Adams,38.9621,-83.5936,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,2006-11-07,1.3,0,0,15.0,4.4,0.004739725916866192,-0.044224468186756516,,USC00331536,"CHILO MELDAHL LOCKS AND DAM, OH US",38.79741,-84.17314,2006-11-07,2.3,0,0,16.1,5.0,0.008382271713987562,-1.9176322773619414,1.873407809175185,USC00338830,"WAVERLY, OH US",39.1114,-82.9797,2006-11-07,1.3,0,0,18.3,3.3,0.008720814231500682,1.2639921318543388,3.18162440921628
45616.0,Blue Creek,Ohio,OH,Adams,38.7776,-83.3302,USC00336781,"PORTSMOUTH SCIOTOVILLE, OH US",38.7569,-82.8872,2006-11-07,0.0,0,0,17.8,8.3,0.006039261160514284,1.628233351950473,,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,2006-11-07,1.3,0,0,15.0,4.4,0.0088086881361699,-0.44231943287762493,2.070552784828098,USC00331536,"CHILO MELDAHL LOCKS AND DAM, OH US",38.79741,-84.17314,2006-11-07,2.3,0,0,16.1,5.0,0.011472798675568692,-1.5360479804171785,1.0937285475395535
45805.0,Lima,Ohio,OH,Allen,40.7399,-84.1459,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,2006-11-07,6.6,0,0,14.4,7.2,0.0003435102060905734,2.453142931529439,,USC00336405,"PANDORA, OH US",40.9462,-83.9614,2006-11-07,9.4,0,0,11.1,7.2,0.004347260558870374,0.593770403974094,1.8593725275553452,USC00331390,"CELINA 3 NE, OH US",40.56899,-84.537,2006-11-07,9.7,0,0,11.7,7.2,0.00597621142690065,-2.0911705958656697,2.6849409998397635
45807.0,Lima,Ohio,OH,Allen,40.7955,-84.1383,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,2006-11-07,6.6,0,0,14.4,7.2,0.001241281859042555,3.046611970390841,,USC00336405,"PANDORA, OH US",40.9462,-83.9614,2006-11-07,9.4,0,0,11.1,7.2,0.003516942719144481,0.7249422027747043,2.321669767616137,USC00338609,"VAN WERT 1 S, OH US",40.8494,-84.5808,2006-11-07,8.4,0,0,14.4,7.2,0.00591956959061095,-1.4086774618906814,2.1336196646653858
45806.0,Lima,Ohio,OH,Auglaize,40.6752,-84.1244,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,2006-11-07,6.6,0,0,14.4,7.2,0.0008664674821847059,-0.07640166033122124,,USW00004850,"LIMA ALLEN CO AIRPORT, OH US",40.70806,-84.0214,2006-11-07,11.4,0,0,11.1,8.3,0.0014788016894303371,1.1719405215703758,1.248342181901597,USC00331390,"CELINA 3 NE, OH US",40.56899,-84.537,2006-11-07,9.7,0,0,11.7,7.2,0.005771647086990527,-1.8954207892030444,3.0673613107734203
