zipcode,place,name1,code1,name2,lat,long,station1_id,station1_name,station1_lat,station1_long,station1_date,station1_prcp,station1_snow,station1_snwd,station1_tmax,station1_tmin,station1_dist,station1_azim,station1_azimdif,station2_id,station2_name,station2_lat,station2_long,station2_date,station2_prcp,station2_snow,station2_snwd,station2_tmax,station2_tmin,station2_dist,station2_azim,station2_azimdif,station3_id,station3_name,station3_lat,station3_long,station3_date,station3_prcp,station3_snow,station3_snwd,station3_tmax,station3_tmin,station3_dist,station3_azim,station3_azimdif
45660,Peebles,Ohio,OH,Adams,38.9869,-83.3687,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,11/8/94,0,0,0,13.9,2.8,0.005395214,-0.646474046,,USC00338830,"WAVERLY, OH US",39.1114,-82.9797,11/8/94,0,0,0,21.7,1.7,0.00570282,1.177752075,1.824226121,USC00337120,"RIPLEY EXPERIMENTAL FARM, OH US",38.78722,-83.79722,11/8/94,0,0,0,16.1,3.9,0.006785021,-2.10786866,3.285620735
45693,West Union,Ohio,OH,Adams,38.8017,-83.5333,USC00337120,"RIPLEY EXPERIMENTAL FARM, OH US",38.78722,-83.79722,11/8/94,0,0,0,16.1,3.9,0.003599003,-1.639631455,,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,11/8/94,0,0,0,13.9,2.8,0.007604356,-0.135168159,1.504463296,USC00338830,"WAVERLY, OH US",39.1114,-82.9797,11/8/94,0,0,0,21.7,1.7,0.009255736,0.944129218,1.079297377
45697,Winchester,Ohio,OH,Adams,38.9353,-83.6661,USC00337120,"RIPLEY EXPERIMENTAL FARM, OH US",38.78722,-83.79722,11/8/94,0,0,0,16.1,3.9,0.003139256,-2.5372406,,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,11/8/94,0,0,0,13.9,2.8,0.005259814,0.147032441,2.684273041,USC00335268,"MILFORD, OH US",39.18139,-84.28667,11/8/94,0,0,0,16.1,1.1,0.009443508,-1.095223592,1.242256033
45144,Manchester,Ohio,OH,Adams,38.6982,-83.6181,USC00337120,"RIPLEY EXPERIMENTAL FARM, OH US",38.78722,-83.79722,11/8/94,0,0,0,16.1,3.9,0.00289128,-1.002501398,,USC00338830,"WAVERLY, OH US",39.1114,-82.9797,11/8/94,0,0,0,21.7,1.7,0.011277755,0.873513325,1.876014722,USC00314496,"JEFFERSON 2 E, NC US",36.41747,-81.42964,11/8/94,0,0,0,17.8,-3.3,0.050004752,2.479564492,1.606051167
45684,Stout,Ohio,OH,Scioto,38.6546,-83.209,USC00337120,"RIPLEY EXPERIMENTAL FARM, OH US",38.78722,-83.79722,11/8/94,0,0,0,16.1,3.9,0.008337542,-1.286274971,,USC00338830,"WAVERLY, OH US",39.1114,-82.9797,11/8/94,0,0,0,21.7,1.7,0.008559667,0.371250741,1.657525712,USC00337857,"SOUTH POINT, OH US",38.42375,-82.59307,11/8/94,0,0,0,16.7,1.7,0.009323878,2.014289373,1.643038632
45679,Seaman,Ohio,OH,Adams,38.9621,-83.5936,USC00337120,"RIPLEY EXPERIMENTAL FARM, OH US",38.78722,-83.79722,11/8/94,0,0,0,16.1,3.9,0.004119577,-2.404101851,,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,11/8/94,0,0,0,13.9,2.8,0.004739726,-0.044224468,2.359877383,USC00338830,"WAVERLY, OH US",39.1114,-82.9797,11/8/94,0,0,0,21.7,1.7,0.008720814,1.263992132,1.3082166
45616,Blue Creek,Ohio,OH,Adams,38.7776,-83.3302,USC00337120,"RIPLEY EXPERIMENTAL FARM, OH US",38.78722,-83.79722,11/8/94,0,0,0,16.1,3.9,0.00635618,-1.541825363,,USC00338830,"WAVERLY, OH US",39.1114,-82.9797,11/8/94,0,0,0,21.7,1.7,0.007521809,0.682900614,2.224725978,USC00333758,"HILLSBORO, OH US",39.2334,-83.6091,11/8/94,0,0,0,13.9,2.8,0.008808688,-0.442319433,1.125220047
45805,Lima,Ohio,OH,Allen,40.7399,-84.1459,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,11/8/94,0,0,0,18.3,8.9,0.00034351,2.453142932,,USC00336405,"PANDORA, OH US",40.9462,-83.9614,11/8/94,0,0,0,18.9,3.9,0.004347261,0.593770404,1.859372528,USC00331390,"CELINA 3 NE, OH US",40.56899,-84.537,11/8/94,0,0,0,17.8,6.7,0.005976211,-2.091170596,2.684941
45807,Lima,Ohio,OH,Allen,40.7955,-84.1383,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,11/8/94,0,0,0,18.3,8.9,0.001241282,3.04661197,,USC00336405,"PANDORA, OH US",40.9462,-83.9614,11/8/94,0,0,0,18.9,3.9,0.003516943,0.724942203,2.321669768,USC00338609,"VAN WERT 1 S, OH US",40.8494,-84.5808,11/8/94,0,0,0,13.3,0.6,0.00591957,-1.408677462,2.133619665
45806,Lima,Ohio,OH,Auglaize,40.6752,-84.1244,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,11/8/94,0,0,0,18.3,8.9,0.000866467,-0.07640166,,USC00331390,"CELINA 3 NE, OH US",40.56899,-84.537,11/8/94,0,0,0,17.8,6.7,0.005771647,-1.895420789,1.819019129,USC00334189,"KENTON, OH US",40.64851,-83.606,11/8/94,0,0,0,16.7,5.6,0.006879131,1.635615907,3.531036697
45801,Lima,Ohio,OH,Allen,40.7641,-84.0973,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,11/8/94,0,0,0,18.3,8.9,0.000808111,-2.588398641,,USC00336405,"PANDORA, OH US",40.9462,-83.9614,11/8/94,0,0,0,18.9,3.9,0.003649622,0.513109786,3.101508427,USC00338609,"VAN WERT 1 S, OH US",40.8494,-84.5808,11/8/94,0,0,0,13.3,0.6,0.006558564,-1.339049284,1.85215907
45817,Bluffton,Ohio,OH,Allen,40.879,-83.8914,USC00336405,"PANDORA, OH US",40.9462,-83.9614,11/8/94,0,0,0,18.9,3.9,0.001492661,-0.666485585,,USW00014825,"FINDLAY AIRPORT, OH US",41.01369,-83.66814,11/8/94,0,0,0,18.9,3.9,0.003766781,0.895563843,1.562049428,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,11/8/94,0,0,0,18.3,8.9,0.004139996,-2.277671866,3.173235708
45820,Cairo,Ohio,OH,Allen,40.8304,-84.0852,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,11/8/94,0,0,0,18.3,8.9,0.001935094,-2.834674429,,USC00336405,"PANDORA, OH US",40.9462,-83.9614,11/8/94,0,0,0,18.9,3.9,0.002598662,0.679022682,3.513697112,USC00338609,"VAN WERT 1 S, OH US",40.8494,-84.5808,11/8/94,0,0,0,13.3,0.6,0.006552334,-1.517337046,2.196359729
45833,Delphos,Ohio,OH,Allen,40.8336,-84.3247,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,11/8/94,0,0,0,18.3,8.9,0.003205419,2.204403469,,USC00338609,"VAN WERT 1 S, OH US",40.8494,-84.5808,11/8/94,0,0,0,13.3,0.6,0.003392714,-1.487964557,3.692368026,USC00331390,"CELINA 3 NE, OH US",40.56899,-84.537,11/8/94,0,0,0,17.8,6.7,0.005405524,-2.593920658,1.105956101
45887,Spencerville,Ohio,OH,Allen,40.7038,-84.3413,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,11/8/94,0,0,0,18.3,8.9,0.00282688,1.440191957,,USC00331390,"CELINA 3 NE, OH US",40.56899,-84.537,11/8/94,0,0,0,17.8,6.7,0.003500611,-2.30676923,3.746961186,USC00338609,"VAN WERT 1 S, OH US",40.8494,-84.5808,11/8/94,0,0,0,13.3,0.6,0.004059239,-0.892983502,1.413785728
45804,Lima,Ohio,OH,Allen,40.7275,-84.089,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,11/8/94,0,0,0,18.3,8.9,0.000536591,-1.661766193,,USC00336405,"PANDORA, OH US",40.9462,-83.9614,11/8/94,0,0,0,18.9,3.9,0.004172371,0.414969587,2.07673578,USC00334189,"KENTON, OH US",40.64851,-83.606,11/8/94,0,0,0,16.7,5.6,0.006539136,1.780468811,1.365499224
45850,Harrod,Ohio,OH,Allen,40.7177,-83.9436,USC00334551,"LIMA WWTP, OH US",40.7247,-84.1294,11/8/94,0,0,0,18.3,8.9,0.002460746,-1.520069404,,USC00336405,"PANDORA, OH US",40.9462,-83.9614,11/8/94,0,0,0,18.9,3.9,0.003994996,-0.058771387,1.461298017,USC00334189,"KENTON, OH US",40.64851,-83.606,11/8/94,0,0,0,16.7,5.6,0.004628536,1.832830878,1.891602265
